binID	sample	metaWRAP_binID	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GUNC.n_contigs	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50_contigs	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	meanCov	breadth	polyrate
VLC009_013	VLC009	bin.13	True	True	True	False	318	order	0.15	0.34	1782712	64.9	88.75	6549	k__Bacteria (UID209)	91.53	1.69	100.0	12.9075	0.997	0.0134
VLC009_014	VLC009	bin.14	True	False	True	False	476	kingdom	0.0	0.0	1920627	51.4	83.79	4578	f__Neisseriaceae (UID3890)	81.83	1.93	91.67	38.7427	0.9989	0.0113
VLC009_015	VLC009	bin.15	True	False	True	False	380	kingdom	0.0	0.0	2877674	68.5	86.77	12613	f__Actinomycetaceae (UID1531)	78.07	2.41	50.0	31.9273	0.9996	0.0063
VLC009_016	VLC009	bin.16	True	True	True	True	129	class	0.04	0.08	2102649	59.6	85.02	22689	f__Neisseriaceae (UID3890)	95.18	0.67	71.43	18.6941	0.9994	0.0015
VLC009_017	VLC009	bin.17	True	False	True	False	354	kingdom	0.0	0.0	1114666	55.6	85.23	3241	f__Neisseriaceae (UID3890)	54.13	0.98	40.0	10.0182	0.9969	0.0121
VLC009_018	VLC009	bin.18	True	True	True	True	49	kingdom	0.0	0.0	2865878	57.2	86.99	106257	o__Actinomycetales (UID1812)	99.89	0.0	0.0	147.4902	0.9992	0.001
VLC009_019	VLC009	bin.19	True	False	True	True	352	genus	0.13	0.29	1599401	66.2	90.36	5359	f__Actinomycetaceae (UID1531)	70.86	2.09	57.14	8.8158	0.9971	0.0026
VLC009_020	VLC009	bin.20	False	False	True	False	375	kingdom	0.0	0.0	912088	41.0	93.16	2781	p__Bacteroidetes (UID2605)	41.47	0.71	62.5	9.923	0.9972	0.006
VLC009_021	VLC009	bin.21	True	False	True	False	303	genus	0.55	1.74	940853	39.6	89.21	3005	f__Pasteurellaceae (UID4932)	52.76	1.43	90.0	14.3545	0.9964	0.0139
VLC009_022	VLC009	bin.22	True	True	False	True	1355	genus	0.08	0.17	7952651	66.2	86.62	7457	g__Burkholderia (UID4006)	92.45	1.81	55.56	7.7498	0.9981	0.0001
VLC009_023	VLC009	bin.23	True	False	True	True	51	class	0.03	0.07	767369	46.7	90.87	25528	k__Bacteria (UID1452)	61.27	2.08	0.0	13.8671	0.9991	0.0007
VLC009_024	VLC009	bin.24	True	False	True	True	628	kingdom	0.0	0.0	2280994	39.7	92.56	4542	p__Bacteroidetes (UID2605)	80.15	0.95	50.0	24.9695	0.9988	0.0032
VLC009_025	VLC009	bin.25	True	False	True	False	899	kingdom	0.0	0.0	2862387	47.5	83.51	3645	g__Prevotella (UID2724)	89.77	2.42	64.29	11.3649	0.9962	0.0149
VLC009_026	VLC009	bin.26	True	False	True	False	244	kingdom	0.0	0.0	1900336	43.8	89.23	10695	o__Lactobacillales (UID544)	83.71	0.56	100.0	63.7717	0.9987	0.0128
VLC009_027	VLC009	bin.27	True	False	True	False	332	genus	0.03	0.06	1557597	57.0	84.2	4989	k__Bacteria (UID203)	64.66	0.0	0.0	21.3602	0.9981	0.0119
VLC009_028	VLC009	bin.28	True	False	True	False	441	kingdom	0.0	0.0	1417077	58.2	91.3	3533	k__Bacteria (UID203)	63.22	1.72	0.0	8.3903	0.9968	0.0098
VLC009_029	VLC009	bin.29	True	False	True	True	481	kingdom	0.0	0.0	2178556	49.0	92.5	5369	o__Bacteroidales (UID2621)	87.19	0.58	0.0	7.6634	0.9984	0.0004
VLC009_030	VLC009	bin.30	True	True	True	False	303	family	0.03	0.05	2533221	61.8	84.09	11630	p__Actinobacteria (UID2112)	93.55	2.16	25.0	16.6571	0.998	0.0097
VLC009_031	VLC009	bin.31	True	False	True	False	763	kingdom	0.0	0.0	2106200	74.4	89.5	3001	f__Actinomycetaceae (UID1531)	62.03	2.31	57.14	104.9662	0.9985	0.0108
VLC009_032	VLC009	bin.32	True	True	True	True	558	class	0.04	0.07	1754532	44.2	90.88	3820	k__Bacteria (UID2569)	90.5	0.54	0.0	16.4064	0.999	0.0036
VLC009_033	VLC009	bin.33	True	False	True	False	209	genus	0.07	0.15	1604416	71.5	87.69	6970	f__Actinomycetaceae (UID1531)	63.9	1.26	75.0	37.5575	0.9961	0.0072
VLC009_034	VLC009	bin.34	False	False	True	False	340	genus	0.51	2.31	609347	38.5	94.96	1799	k__Bacteria (UID2565)	43.17	0.0	0.0	13.9716	0.9971	0.0194
VLC010_001	VLC010	bin.1	True	False	True	True	430	genus	0.03	0.06	2235747	59.2	88.91	6848	k__Bacteria (UID203)	81.03	3.45	50.0	12.1125	0.9976	0.0037
VLC010_002	VLC010	bin.2	True	False	True	False	863	kingdom	0.0	0.0	2320114	72.2	85.34	3087	k__Bacteria (UID203)	57.92	0.0	0.0	12.1078	0.9961	0.01
VLC010_003	VLC010	bin.3	False	False	True	False	459	kingdom	0.0	0.0	1335610	74.7	91.59	2739	f__Actinomycetaceae (UID1531)	45.53	3.01	53.85	80.6651	0.9983	0.0168
VLC010_004	VLC010	bin.4	True	True	True	False	244	class	0.02	0.04	2552672	64.8	82.47	10435	o__Burkholderiales (UID4000)	93.67	0.47	100.0	43.4688	0.9969	0.009
VLC010_005	VLC010	bin.5	True	True	True	False	193	genus	0.02	0.05	3034783	66.6	90.02	24458	o__Actinomycetales (UID1697)	93.63	1.75	0.0	31.7576	0.9977	0.0062
VLC010_006	VLC010	bin.6	True	True	True	True	100	kingdom	0.0	0.0	2453381	57.4	86.32	39589	o__Actinomycetales (UID1530)	98.29	0.0	0.0	23.7179	0.9998	0.002
VLC010_007	VLC010	bin.7	True	False	True	False	113	order	0.03	0.05	795029	48.2	91.98	10873	k__Bacteria (UID1452)	63.12	0.93	0.0	22.9625	0.9994	0.0062
VLC010_008	VLC010	bin.8	True	False	True	True	827	kingdom	0.0	0.0	2781084	65.8	87.6	4123	p__Proteobacteria (UID3887)	88.97	2.88	83.33	9.4866	0.9962	0.0038
VLC010_009	VLC010	bin.9	True	True	True	False	59	kingdom	0.0	0.0	2834236	57.2	87.0	68367	o__Actinomycetales (UID1812)	99.89	0.09	100.0	89.5144	0.9994	0.0073
VLC010_010	VLC010	bin.10	True	False	True	False	277	kingdom	0.0	0.0	2247233	71.5	86.42	8980	f__Actinomycetaceae (UID1531)	52.42	1.07	75.0	66.7699	0.9984	0.006
VLC010_011	VLC010	bin.11	True	False	True	False	441	kingdom	0.0	0.0	2287889	68.3	88.27	6224	k__Bacteria (UID203)	52.63	1.75	100.0	15.2255	0.9985	0.0147
VLC010_012	VLC010	bin.12	True	True	True	False	371	kingdom	0.0	0.0	2247318	61.6	84.07	6365	p__Actinobacteria (UID2112)	91.44	1.24	100.0	19.8791	0.9964	0.0138
VLC010_013	VLC010	bin.13	True	False	True	False	99	order	0.07	0.15	713451	51.3	90.97	11486	k__Bacteria (UID1453)	61.51	2.14	33.33	13.0301	0.9975	0.005
VLC010_014	VLC010	bin.14	False	False	False	False	522	order	0.18	0.41	831480	64.3	88.99	1543	k__Bacteria (UID209)	41.96	0.31	100.0	5.8355	0.9927	0.007
VLD001_001	VLD001	bin.1	True	False	True	True	38	phylum	0.23	0.61	797829	36.0	88.96	30840	k__Bacteria (UID1452)	68.06	0.0	0.0	144.8399	1.0	0.0016
ZAF001_001	ZAF001	bin.1	True	True	True	True	171	kingdom	0.0	0.0	1762403	56.8	90.47	14465	f__Porphyromonadaceae (UID2622)	94.45	1.27	16.67	14.0796	0.9996	0.0002
